Date,Open,High,Low,Close,Adj Close,Volume
2014-02-21,166.399994,168.399994,162.550003,167.250000,158.790405,2288323
2014-02-24,167.000000,170.699997,163.350006,164.500000,156.179504,2124447
2014-02-25,164.850006,166.600006,158.050003,159.000000,150.957703,1682365
2014-02-26,160.000000,161.699997,154.850006,160.750000,152.619202,1778597
2014-02-28,160.600006,169.800003,160.149994,167.250000,158.790405,2464976
2014-03-03,168.000000,173.800003,167.399994,171.649994,162.967880,1937906
2014-03-04,172.300003,176.800003,171.100006,175.449997,166.575668,2792682
2014-03-05,176.199997,178.649994,175.050003,176.899994,167.952316,2423656
2014-03-06,177.250000,179.699997,175.750000,179.149994,170.088516,1618425
2014-03-07,179.699997,189.699997,176.550003,186.899994,177.446503,4517490
2014-03-10,185.949997,190.750000,182.300003,187.850006,178.348480,2522084
2014-03-11,188.100006,188.500000,183.649994,184.600006,175.262863,1741685
2014-03-12,183.250000,186.350006,182.050003,183.649994,174.360901,1067157
2014-03-13,183.649994,185.699997,177.899994,179.199997,170.135986,923751
2014-03-14,177.000000,185.350006,175.199997,183.199997,173.933685,1715374
2014-03-18,183.500000,189.800003,183.500000,188.750000,179.202957,3061068
2014-03-19,189.949997,189.949997,184.300003,185.199997,175.832520,1385598
2014-03-20,184.050003,186.899994,180.750000,181.600006,172.414612,1230749
2014-03-21,183.000000,184.399994,179.800003,181.699997,172.509552,1492705
2014-03-22,null,null,null,null,null,null
2014-03-24,182.000000,182.899994,174.600006,178.500000,169.471405,1389494
2014-03-25,179.000000,182.199997,177.000000,179.899994,170.800583,1468660
2014-03-26,180.550003,183.000000,177.800003,178.800003,169.756241,1836011
2014-03-27,178.500000,180.550003,177.800003,179.750000,170.658142,1595618
2014-03-28,179.350006,188.100006,179.350006,186.149994,176.734436,5268789
2014-03-31,187.399994,192.800003,185.750000,187.449997,177.968689,3889451
2014-04-01,188.699997,189.399994,184.300003,186.300003,176.876877,1143086
2014-04-02,187.899994,189.699997,175.149994,186.000000,176.592026,2072685
2014-04-03,186.050003,187.800003,179.100006,181.300003,172.129776,2074961
2014-04-04,182.000000,183.399994,178.350006,179.850006,170.753128,2928018
2014-04-07,180.250000,182.800003,175.500000,177.000000,168.047272,2230925
2014-04-09,178.800003,184.199997,176.899994,183.449997,174.171036,3813131
2014-04-10,183.350006,204.399994,183.350006,193.000000,183.237976,15336233
2014-04-11,193.500000,200.600006,188.149994,193.649994,183.855118,8768812
2014-04-15,195.000000,195.300003,185.300003,187.000000,177.541473,4579077
2014-04-16,187.600006,198.350006,187.050003,194.100006,184.282349,7878787
2014-04-17,195.350006,203.399994,195.300003,198.399994,188.364838,6192143
2014-04-21,199.899994,209.500000,198.899994,204.000000,193.681580,7284821
2014-04-22,205.600006,208.899994,202.149994,204.800003,194.441116,3848936
2014-04-23,208.000000,213.050003,203.350006,204.449997,194.108841,7702502
2014-04-24,204.449997,204.449997,204.449997,204.449997,194.108841,0
2014-04-25,205.000000,206.699997,197.250000,198.699997,188.649673,5808334
2014-04-28,199.399994,199.649994,189.399994,192.149994,182.430954,6111039
2014-04-29,193.699997,196.500000,190.550003,191.550003,181.861328,4973177
2014-04-30,192.050003,194.449997,174.600006,188.199997,178.680771,5884524
2014-05-02,190.000000,192.399994,184.000000,185.850006,176.449646,5328258
2014-05-05,187.000000,190.399994,182.500000,186.050003,176.639526,3462920
2014-05-06,187.300003,193.899994,186.600006,192.500000,182.763275,3079280
2014-05-07,193.500000,196.149994,187.350006,189.500000,179.915024,4398923
2014-05-08,190.050003,191.600006,185.050003,190.199997,180.579620,4955646
2014-05-09,191.100006,208.649994,189.100006,204.699997,194.346191,8272339
2014-05-12,206.500000,209.500000,200.100006,204.600006,194.251282,4820292
2014-05-13,210.050003,227.699997,210.000000,224.500000,213.144684,21252250
2014-05-14,227.000000,229.350006,215.550003,217.050003,206.071533,11619778
2014-05-15,219.500000,227.199997,215.550003,220.399994,209.252075,13153383
2014-05-16,235.000000,235.000000,219.050003,225.000000,213.619385,16816546
2014-05-19,228.000000,232.500000,225.600006,231.649994,219.933060,8324363
2014-05-20,233.949997,244.699997,231.550003,235.800003,223.873123,7962251
2014-05-21,237.399994,237.399994,212.250000,225.649994,214.236526,5478596
2014-05-22,227.500000,230.550003,224.000000,225.050003,213.666885,4449033
2014-05-23,224.000000,229.000000,223.250000,227.699997,216.182831,3328418
2014-05-26,229.500000,235.949997,211.100006,223.250000,211.957932,6471305
2014-05-27,221.050003,223.000000,211.649994,214.449997,203.603043,4048066
2014-05-28,214.100006,222.699997,214.100006,220.399994,209.252075,2455740
2014-05-29,220.000000,221.100006,211.100006,211.899994,201.181992,3058419
2014-05-30,212.000000,232.000000,212.000000,227.500000,215.992950,11195546
2014-06-02,229.000000,230.300003,224.050003,226.149994,214.711258,2341446
2014-06-03,227.600006,241.800003,226.649994,240.300003,228.145523,6583611
2014-06-04,241.850006,245.350006,237.800003,243.850006,231.515976,4530747
2014-06-05,244.500000,245.000000,236.399994,241.649994,229.427231,5542042
2014-06-06,243.850006,260.399994,242.000000,257.649994,244.617935,8606900
2014-06-09,259.000000,261.799988,252.300003,254.000000,241.152573,4765315
2014-06-10,255.699997,255.699997,242.699997,246.050003,233.604691,5125196
2014-06-11,247.399994,251.000000,235.500000,238.199997,226.151749,6632454
2014-06-12,239.000000,242.100006,233.100006,236.949997,224.964981,2751243
2014-06-13,237.949997,246.550003,223.550003,230.600006,218.936157,5345562
2014-06-16,229.949997,230.000000,219.649994,228.100006,216.562607,3233252
2014-06-17,227.899994,236.600006,226.399994,236.100006,224.157959,3338397
2014-06-18,235.000000,239.300003,228.850006,231.050003,219.363403,2415067
2014-06-19,231.000000,234.350006,224.600006,225.949997,214.521378,2672876
2014-06-20,224.449997,236.000000,223.100006,232.600006,220.835007,3228673
2014-06-23,233.949997,239.199997,233.600006,237.000000,225.012466,2865754
2014-06-24,239.300003,243.500000,235.500000,238.000000,225.961853,3569302
2014-06-25,238.949997,241.199997,235.649994,237.149994,225.154861,1943671
2014-06-26,238.000000,238.899994,232.649994,234.550003,222.686356,1801189
2014-06-27,235.000000,236.000000,230.500000,231.399994,219.695679,3496814
2014-06-30,232.000000,244.899994,231.750000,243.699997,231.373581,3695817
2014-07-01,245.449997,247.300003,242.699997,244.199997,231.848251,1969294
2014-07-02,245.949997,279.399994,245.899994,271.250000,257.530090,29796852
2014-07-03,271.899994,276.350006,267.799988,270.399994,256.723053,10025759
2014-07-04,271.399994,277.500000,269.399994,275.549988,261.612518,7514461
2014-07-07,277.850006,282.600006,248.000000,280.700012,266.502106,10604584
2014-07-08,281.500000,281.500000,253.600006,258.450012,245.377533,5348048
2014-07-09,258.000000,272.649994,249.350006,264.899994,251.501205,7271247
2014-07-10,267.250000,285.399994,252.350006,270.299988,256.628082,9128261
2014-07-11,273.000000,279.899994,244.600006,248.699997,236.120651,7391100
2014-07-14,249.800003,255.300003,246.850006,252.800003,240.013260,3749117
2014-07-15,254.800003,264.250000,254.600006,262.950012,249.649887,4753216
2014-07-16,264.100006,285.399994,263.000000,281.000000,266.786896,6760956
2014-07-17,285.000000,289.649994,282.549988,285.649994,271.201660,6726603
2014-07-18,283.750000,293.399994,275.549988,288.299988,273.717682,8919945
2014-07-21,290.000000,293.850006,286.100006,288.100006,273.527771,4470445
2014-07-22,288.700012,289.899994,282.149994,284.799988,270.394714,3096008
2014-07-23,285.049988,287.500000,277.149994,279.799988,265.647583,3814814
2014-07-24,280.149994,282.649994,271.649994,275.700012,261.754974,3952702
2014-07-25,272.899994,276.000000,263.049988,268.049988,254.491898,5432866
2014-07-28,267.750000,277.750000,264.750000,266.000000,252.545624,5082312
2014-07-30,267.000000,268.299988,259.149994,263.649994,250.314484,6091746
2014-07-31,262.049988,265.500000,259.450012,260.549988,248.313065,7890098
2014-08-01,257.350006,263.250000,255.600006,259.250000,247.074173,6097901
2014-08-04,260.049988,266.399994,258.500000,265.450012,252.982986,4251061
2014-08-05,264.600006,269.649994,262.500000,265.799988,253.316544,5848392
2014-08-06,265.850006,275.750000,265.100006,268.500000,255.889771,6978210
2014-08-07,269.899994,273.000000,263.649994,266.149994,253.650116,3496953
2014-08-08,262.000000,263.899994,258.299988,262.100006,249.790298,4238796
2014-08-11,265.600006,272.250000,265.000000,270.000000,257.319305,4305779
2014-08-12,273.000000,274.950012,270.100006,271.350006,258.605865,3262251
2014-08-13,270.250000,275.250000,265.700012,274.399994,261.512634,3863196
2014-08-14,276.000000,276.000000,268.750000,272.399994,259.606598,2321776
2014-08-18,273.799988,277.899994,273.000000,273.600006,260.750153,2499975
2014-08-19,275.450012,289.649994,275.200012,287.149994,273.663818,5479772
2014-08-20,287.950012,297.500000,284.950012,293.149994,279.382050,11384639
2014-08-21,294.399994,301.350006,293.350006,296.899994,282.955841,6936813
2014-08-22,296.950012,300.399994,294.250000,297.700012,283.718323,4107903
2014-08-25,297.299988,301.000000,291.700012,293.350006,279.572601,2557796
2014-08-26,292.500000,300.899994,289.250000,298.000000,284.004242,2768112
2014-08-27,299.250000,302.700012,284.299988,288.250000,274.712097,3607703
2014-08-28,289.700012,293.850006,281.350006,282.850006,269.565765,3637436
2014-09-01,285.799988,287.549988,276.299988,286.500000,273.044342,3598155
2014-09-02,285.899994,291.500000,285.899994,288.850006,275.283966,2060621
2014-09-03,290.149994,294.950012,287.950012,289.100006,275.522217,2780904
2014-09-04,289.100006,292.899994,286.399994,289.299988,275.712830,5686505
2014-09-05,290.799988,292.899994,286.399994,290.149994,276.522888,1540290
2014-09-08,289.750000,301.500000,289.750000,299.799988,285.719666,3472358
2014-09-09,300.799988,301.200012,293.649994,295.200012,281.335785,1903788
2014-09-10,291.000000,296.750000,288.000000,293.450012,279.667938,3601230
2014-09-11,294.700012,295.450012,290.100006,293.450012,279.667938,1911504
2014-09-12,294.149994,299.899994,292.549988,293.500000,279.715576,2602822
2014-09-15,291.899994,294.000000,288.500000,291.799988,278.095367,1273200
2014-09-16,291.799988,292.799988,278.399994,279.700012,266.563690,2068845
2014-09-17,280.000000,284.000000,271.799988,282.450012,269.184601,2458969
2014-09-18,280.000000,296.000000,278.149994,294.600006,280.763916,3210047
2014-09-19,294.799988,295.399994,283.600006,284.950012,271.567139,3571431
2014-09-22,283.899994,288.700012,282.049988,285.799988,272.377228,1729402
2014-09-23,287.299988,288.399994,272.100006,273.100006,260.273682,2629647
2014-09-24,274.799988,274.799988,261.100006,268.250000,255.651443,5118762
2014-09-25,271.000000,271.450012,264.250000,267.899994,255.317902,5305786
2014-09-26,269.000000,281.750000,267.250000,279.950012,266.801971,3311604
2014-09-29,281.899994,285.700012,277.100006,281.450012,268.231537,4799075
2014-09-30,278.700012,285.850006,275.100006,277.549988,264.514648,2567794
2014-10-01,277.049988,283.350006,272.500000,275.149994,262.227417,1937730
2014-10-07,274.149994,275.149994,256.500000,259.899994,247.693604,5687206
2014-10-08,260.899994,264.850006,258.549988,261.149994,248.884949,2156752
2014-10-09,262.750000,270.700012,262.649994,269.799988,257.128662,2010254
2014-10-10,268.000000,268.000000,257.600006,258.899994,246.740555,1876136
2014-10-13,257.000000,263.799988,252.000000,260.500000,248.265457,2155274
2014-10-14,263.000000,264.500000,255.000000,260.149994,247.931900,3429442
2014-10-15,260.149994,260.149994,260.149994,260.149994,247.931900,0
2014-10-16,258.700012,262.500000,251.050003,252.949997,241.070007,2214333
2014-10-17,254.449997,255.550003,244.100006,250.350006,238.592178,3201427
2014-10-20,253.899994,261.649994,253.500000,258.899994,246.740555,2122596
2014-10-21,260.950012,265.000000,257.600006,261.899994,249.599686,1999783
2014-10-22,264.500000,269.850006,263.200012,269.000000,256.366211,2777106
2014-10-27,270.799988,270.899994,262.649994,263.850006,251.458099,893003
2014-10-28,263.500000,266.049988,260.000000,261.399994,249.123184,1208043
2014-10-29,264.000000,272.500000,262.899994,271.950012,259.177673,2843234
2014-10-30,272.799988,274.450012,270.100006,271.850006,259.082397,2122837
2014-10-31,275.799988,288.000000,274.299988,285.649994,272.234222,2716153
2014-11-03,287.399994,293.500000,283.500000,291.500000,277.809509,2314825
2014-11-05,292.000000,294.600006,285.100006,288.750000,275.188660,1797633
2014-11-07,288.600006,295.750000,284.049988,292.899994,279.143738,1615079
2014-11-10,292.950012,300.950012,287.399994,290.700012,277.047058,5822567
2014-11-11,294.000000,296.450012,289.000000,291.500000,277.809509,1984726
2014-11-12,295.600006,306.350006,295.000000,300.700012,286.577454,6066400
2014-11-13,302.100006,304.899994,291.299988,294.250000,280.430359,2585938
2014-11-14,295.250000,298.899994,292.299988,297.250000,283.289490,1540791
2014-11-17,297.200012,297.200012,292.399994,296.100006,282.193512,1170407
2014-11-18,297.000000,305.000000,296.799988,303.100006,288.864685,2537080
2014-11-19,304.700012,307.250000,296.000000,300.149994,286.053284,3988326
2014-11-20,299.950012,301.899994,292.450012,300.250000,286.148560,1669583
2014-11-21,300.049988,304.750000,297.549988,303.049988,288.817047,3515231
2014-11-24,302.000000,308.750000,302.000000,306.299988,291.914398,3374221
2014-11-25,306.000000,306.799988,294.500000,298.700012,284.671356,2054557
2014-11-26,297.200012,300.600006,293.049988,296.799988,282.860596,1374295
2014-11-27,294.549988,298.000000,289.000000,290.350006,276.713531,2123941
2014-11-28,290.049988,297.850006,288.500000,290.250000,276.618195,1925459
2014-12-01,290.000000,292.450012,284.000000,289.000000,275.426941,1974590
2014-12-02,288.000000,291.600006,285.000000,286.149994,272.710754,2280967
2014-12-03,285.750000,293.000000,285.750000,291.250000,277.571198,1637493
2014-12-04,291.450012,293.649994,285.000000,286.200012,272.758453,1869475
2014-12-05,286.549988,291.149994,283.000000,284.549988,271.185944,2638164
2014-12-08,282.600006,284.700012,276.000000,276.799988,263.799896,1157284
2014-12-09,275.049988,279.850006,266.049988,269.200012,256.556854,1934181
2014-12-10,269.000000,277.600006,268.350006,275.250000,262.322723,1964268
2014-12-11,273.600006,282.500000,270.250000,278.100006,265.038818,3450618
2014-12-12,279.750000,287.450012,275.549988,277.450012,264.419403,5222845
2014-12-15,275.549988,289.450012,274.500000,288.049988,274.521545,2084321
2014-12-16,286.799988,286.799988,272.000000,274.500000,261.607941,1933499
2014-12-17,273.649994,278.149994,267.549988,273.750000,260.893158,2231001
2014-12-18,278.000000,291.000000,277.649994,289.950012,276.332306,3335626
2014-12-19,292.000000,293.700012,286.100006,289.899994,276.284698,3204495
2014-12-22,290.600006,292.950012,285.100006,290.299988,276.665833,1909478
2014-12-23,291.549988,295.899994,287.000000,288.149994,274.616852,2092865
2014-12-24,287.899994,287.899994,282.000000,283.049988,269.756378,2631645
2014-12-26,284.399994,290.000000,283.299988,289.200012,275.617554,1208404
2014-12-29,291.450012,294.500000,287.950012,293.100006,279.334351,1377996
2014-12-30,293.799988,317.100006,293.799988,316.000000,301.158844,8904689
2014-12-31,316.799988,321.299988,311.399994,319.049988,304.065582,3559436
2015-01-01,319.000000,322.500000,316.250000,319.549988,304.542145,1456204
2015-01-02,319.350006,325.799988,318.049988,319.350006,304.351471,2894058
2015-01-05,320.450012,327.500000,319.350006,323.799988,308.592529,2099786
2015-01-06,321.649994,331.450012,315.600006,321.850006,306.734131,3672197
2015-01-07,321.950012,328.700012,317.399994,321.100006,306.019348,2981544
2015-01-08,326.000000,337.299988,323.549988,334.549988,318.837616,2932673
2015-01-09,339.899994,343.100006,327.350006,331.149994,315.597351,3543488
2015-01-12,332.149994,335.750000,325.549988,328.450012,313.024170,2990475
2015-01-13,330.200012,331.299988,320.750000,323.000000,307.830048,2688701
2015-01-14,324.000000,333.899994,322.649994,331.250000,315.692627,2272652
2015-01-15,334.000000,337.299988,326.250000,330.600006,315.073151,2140699
2015-01-16,329.799988,334.600006,326.000000,330.850006,315.311371,1970666
2015-01-19,332.049988,334.799988,326.600006,328.350006,312.928802,1362398
2015-01-20,329.000000,332.649994,326.850006,330.500000,314.977875,1091657
2015-01-21,330.350006,333.500000,326.200012,329.350006,313.881866,1514648
2015-01-22,329.049988,331.649994,327.000000,329.399994,313.929504,1376133
2015-01-23,332.000000,352.750000,330.100006,346.899994,330.607574,7519790
2015-01-27,348.000000,349.450012,340.899994,345.149994,328.939819,2928237
2015-01-28,343.399994,350.000000,333.899994,339.250000,323.316864,3391819
2015-01-29,340.649994,348.399994,337.649994,344.149994,327.986725,4034959
2015-01-30,346.399994,352.000000,323.500000,341.049988,325.032318,4373172
2015-02-02,339.500000,343.899994,333.000000,335.899994,320.124237,1735161
2015-02-03,336.299988,336.950012,326.049988,327.799988,312.404633,1537152
2015-02-04,329.450012,333.000000,319.250000,321.250000,306.162292,2792395
2015-02-05,322.000000,322.700012,308.450012,312.200012,297.537384,2167857
2015-02-06,311.100006,313.950012,298.600006,300.200012,286.100952,3265593
2015-02-09,296.700012,307.899994,292.500000,300.149994,286.053284,3103409
2015-02-10,298.100006,319.700012,298.100006,317.850006,302.921997,3921257
2015-02-11,319.899994,328.899994,319.000000,326.100006,310.784454,2148555
2015-02-12,327.700012,338.000000,326.799988,336.600006,320.791321,3539194
2015-02-13,337.700012,344.350006,331.549988,335.350006,319.600098,2180303
2015-02-16,335.100006,341.700012,329.649994,331.250000,315.692627,2205960
2015-02-18,332.299988,335.799988,330.000000,333.799988,318.122864,1227170
2015-02-19,335.149994,341.000000,323.700012,333.850006,318.170502,2643121
2015-02-20,335.049988,338.049988,326.399994,329.000000,313.548309,1302901
2015-02-23,331.000000,332.399994,321.200012,323.399994,308.211243,1737238
2015-02-24,323.750000,336.899994,319.250000,334.049988,318.361115,2330482
2015-02-25,336.000000,337.450012,326.850006,328.200012,312.785919,1467120
2015-02-26,328.100006,332.500000,322.500000,327.299988,311.928131,1775811
2015-02-27,329.399994,349.649994,327.799988,346.250000,329.988190,3025639
2015-02-28,null,null,null,null,null,null
2015-03-02,334.500000,335.600006,325.600006,330.350006,314.834869,2592113
2015-03-03,332.500000,339.049988,332.000000,336.549988,320.743683,2016305
2015-03-04,339.899994,343.299988,330.100006,332.000000,316.407440,1846535
2015-03-05,332.799988,335.399994,327.200012,333.049988,317.408051,1770268
2015-03-09,331.549988,335.899994,323.500000,325.000000,309.736176,1825760
2015-03-10,325.049988,327.899994,314.700012,317.549988,302.636047,1215285
2015-03-11,318.899994,318.899994,302.200012,307.799988,293.343964,4828130
2015-03-12,306.549988,312.000000,304.000000,310.250000,295.678925,3431277
2015-03-13,312.899994,316.299988,305.000000,306.250000,291.866760,4356123
2015-03-16,306.700012,314.750000,303.049988,313.299988,298.585632,1629195
2015-03-17,315.299988,320.850006,310.299988,319.549988,304.542145,5158959
2015-03-18,320.049988,320.950012,312.899994,316.649994,301.778259,3069180
2015-03-19,316.149994,322.649994,310.500000,312.899994,298.204437,1470026
2015-03-20,312.899994,316.700012,306.500000,308.149994,293.677490,2049167
2015-03-23,308.299988,311.250000,302.549988,303.850006,289.579498,1387396
2015-03-24,304.000000,309.000000,299.000000,307.100006,292.676849,2447607
2015-03-25,310.149994,315.500000,309.200012,314.750000,299.967529,2456872
2015-03-26,313.549988,315.600006,303.000000,304.200012,289.913055,3406327
2015-03-27,307.799988,307.799988,295.399994,305.000000,290.675507,3371344
2015-03-30,306.000000,310.000000,303.000000,308.549988,294.058777,3039118
2015-03-31,311.000000,315.450012,305.049988,308.200012,293.725189,2590770
2015-04-01,308.450012,312.049988,306.100006,310.950012,296.346039,1026200
2015-04-06,313.750000,323.850006,311.450012,321.250000,306.162292,2039045
2015-04-07,323.000000,325.600006,316.649994,323.899994,308.687775,1913068
2015-04-08,324.299988,325.000000,318.000000,319.149994,304.160889,1317175
2015-04-09,319.700012,320.549988,312.000000,316.700012,301.825958,1503986
2015-04-10,316.899994,323.850006,313.500000,319.799988,304.780365,2127407
2015-04-13,320.500000,331.649994,319.549988,330.799988,315.263733,2405161
2015-04-15,330.500000,333.600006,324.250000,325.750000,310.450958,1576904
2015-04-16,328.000000,332.399994,321.799988,327.500000,312.118774,1676768
2015-04-17,327.600006,332.000000,321.000000,322.750000,307.591827,1471127
2015-04-20,324.500000,324.950012,308.299988,313.500000,298.776276,2002115
2015-04-21,313.950012,320.649994,310.250000,314.450012,299.681641,1679188
2015-04-22,316.399994,318.250000,304.750000,313.700012,298.966888,2317579
2015-04-23,315.000000,319.850006,313.200012,318.600006,303.636749,1069160
2015-04-24,319.000000,319.000000,312.950012,316.299988,301.444763,1316393
2015-04-27,316.750000,323.450012,304.549988,305.950012,291.580872,2330507
2015-04-28,307.000000,310.799988,298.500000,306.100006,291.723816,2539436
2015-04-29,308.000000,315.399994,305.750000,312.850006,298.156799,1566799
2015-04-30,313.049988,319.899994,308.700012,317.549988,302.636047,2916537
2015-05-04,325.549988,353.000000,321.049988,347.200012,330.893524,6375610
2015-05-05,349.600006,351.700012,337.950012,342.700012,326.604858,4219216
2015-05-06,340.350006,344.250000,329.049988,331.200012,315.644958,2247751
2015-05-07,332.299988,332.299988,315.399994,322.799988,307.639465,1709602
2015-05-08,326.200012,340.750000,326.200012,335.100006,319.361816,2097977
2015-05-11,337.600006,345.000000,337.049988,344.049988,327.891479,2266220
2015-05-12,343.399994,343.399994,333.149994,334.899994,319.171204,1550748
2015-05-13,336.450012,344.000000,334.549988,340.450012,324.460541,3022877
2015-05-14,338.399994,340.000000,330.750000,333.950012,318.265869,3075816
2015-05-15,335.850006,338.649994,327.049988,329.000000,313.548309,1663198
2015-05-18,330.799988,340.549988,329.500000,339.350006,323.412262,1370344
2015-05-19,338.299988,344.899994,335.350006,339.850006,323.888702,1685421
2015-05-20,340.799988,344.450012,338.549988,343.049988,326.938416,1660453
2015-05-21,344.000000,351.000000,343.549988,348.399994,332.037140,2609479
2015-05-22,347.549988,354.799988,346.799988,348.950012,333.614655,2369700
2015-05-25,347.649994,350.299988,340.350006,342.899994,327.830536,1420555
2015-05-26,343.049988,350.250000,343.000000,345.250000,330.077240,1576396
2015-05-27,343.000000,344.899994,336.100006,338.899994,324.006317,2585896
2015-05-28,339.899994,340.600006,320.549988,333.000000,318.365601,3394601
2015-05-29,333.100006,334.700012,322.549988,323.850006,309.617706,3711024
2015-06-01,325.799988,325.799988,308.250000,311.549988,297.858246,3889157
2015-06-02,318.100006,321.000000,306.200012,309.149994,295.563721,7395219
2015-06-03,311.000000,311.799988,288.000000,297.250000,284.186737,24022178
2015-06-04,301.000000,316.350006,301.000000,311.200012,297.523682,6343813
2015-06-05,311.000000,315.649994,308.700012,311.299988,297.619263,2533852
2015-06-08,311.750000,313.899994,298.250000,302.149994,288.871368,2647500
2015-06-09,303.450012,311.350006,301.200012,306.549988,293.078033,2724447
2015-06-10,307.000000,314.250000,306.049988,312.950012,299.196777,2282770
2015-06-11,320.000000,320.299988,302.549988,304.250000,290.879089,3718393
2015-06-12,303.000000,313.049988,300.000000,312.049988,298.336304,2854243
2015-06-15,310.100006,317.000000,308.100006,310.049988,296.424194,3154460
2015-06-16,310.000000,315.000000,303.250000,313.200012,299.435791,4130581
2015-06-17,312.000000,315.000000,308.399994,311.000000,297.332489,4251580
2015-06-18,312.299988,313.700012,309.350006,311.000000,297.332489,2616024
2015-06-19,311.950012,313.250000,303.000000,304.600006,291.213745,3438440
2015-06-22,306.000000,314.500000,304.100006,311.049988,297.380280,3121416
2015-06-23,311.049988,318.399994,311.049988,316.049988,302.160553,2683470
2015-06-24,316.899994,318.000000,309.750000,311.549988,297.858246,2241106
2015-06-25,310.799988,316.450012,308.100006,312.549988,298.814301,5190167
2015-06-26,311.000000,315.350006,309.000000,311.200012,297.523682,2127770
2015-06-29,306.600006,307.500000,300.850006,306.649994,293.173615,1890624
2015-06-30,305.000000,309.399994,305.000000,307.899994,294.368652,2632153
2015-07-01,308.799988,312.700012,306.500000,311.299988,297.619263,2854143
2015-07-02,312.450012,319.000000,311.899994,316.049988,302.160553,8669541
2015-07-03,319.950012,325.750000,319.000000,320.799988,306.701752,5189498
2015-07-06,316.950012,321.100006,316.250000,320.100006,306.032593,2853145
2015-07-07,321.799988,334.700012,321.600006,333.049988,318.413391,7877450
2015-07-08,329.399994,329.399994,318.899994,320.649994,306.558380,6546522
2015-07-09,323.399994,323.399994,312.600006,315.149994,301.300079,3521086
2015-07-10,318.750000,321.549988,315.200012,317.100006,303.164368,2531442
2015-07-13,319.000000,322.000000,313.600006,321.399994,307.275421,1890469
2015-07-14,322.299988,322.750000,314.000000,315.899994,302.017151,1960113
2015-07-15,315.899994,320.750000,315.100006,319.649994,305.602234,2112588
2015-07-16,325.000000,329.000000,322.750000,326.899994,312.533691,3075862
2015-07-17,329.700012,330.700012,320.100006,329.299988,314.828217,2556255
2015-07-20,328.000000,330.500000,325.600006,328.799988,314.350189,1847655
2015-07-21,330.500000,331.250000,321.000000,322.649994,308.470428,1927178
2015-07-22,322.399994,325.399994,320.000000,324.500000,310.239166,1703725
2015-07-23,325.700012,333.350006,325.000000,331.350006,316.788116,3000343
2015-07-24,330.399994,330.399994,322.000000,323.899994,309.665497,2337434
2015-07-27,322.200012,322.700012,312.750000,313.950012,300.152832,2359169
2015-07-28,313.899994,317.100006,312.200012,313.450012,299.674805,2415757
2015-07-29,314.700012,316.299988,313.500000,314.700012,300.869843,2000338
